ID,Calories_Burned
TEST_0146,165.0
TEST_0147,83.0
TEST_0148,120.0
TEST_0149,86.0
TEST_0150,42.0
TEST_0151,82.0
TEST_0152,70.0
TEST_0153,20.0
TEST_0154,93.0
TEST_0155,56.0
TEST_0156,129.0
TEST_0157,39.0
TEST_0158,199.0
TEST_0159,40.0
TEST_0160,128.0
TEST_0161,101.0
TEST_0162,115.0
TEST_0163,139.0
TEST_0164,57.0
TEST_0165,32.0
TEST_0166,42.0
TEST_0167,132.0
TEST_0168,203.0
TEST_0169,113.0
TEST_0170,75.0
TEST_0171,77.0
TEST_0172,6.0
TEST_0173,85.0
TEST_0174,16.0
TEST_0175,48.0
TEST_0176,7.0
TEST_0177,61.0
TEST_0178,176.0
TEST_0179,179.0
TEST_0180,45.0
TEST_0181,83.0
TEST_0182,69.0
TEST_0183,117.0
TEST_0184,127.0
TEST_0185,83.0
TEST_0186,12.0
TEST_0187,47.0
TEST_0188,158.0
TEST_0189,6.0
TEST_0190,41.0
TEST_0191,7.0
TEST_0192,159.0
TEST_0193,42.0
TEST_0194,175.0
TEST_0195,103.0
TEST_0196,6.0
TEST_0197,213.0
TEST_0198,4.0
TEST_0199,9.0
TEST_0200,9.0
TEST_0201,130.0
TEST_0202,22.0
TEST_0203,41.0
TEST_0204,98.0
TEST_0205,91.0
TEST_0206,149.0
TEST_0207,83.0
TEST_0208,15.0
TEST_0209,66.0
TEST_0210,61.0
TEST_0211,196.0
TEST_0212,164.0
TEST_0213,17.0
TEST_0214,50.0
TEST_0215,61.0
TEST_0216,87.0
TEST_0217,140.0
TEST_0218,40.0
TEST_0219,98.0
TEST_0220,175.0
TEST_0221,66.0
TEST_0222,138.0
TEST_0223,189.0
TEST_0224,79.0
TEST_0225,31.0
TEST_0226,67.0
TEST_0227,134.0
TEST_0228,58.0
TEST_0229,6.0
TEST_0230,57.0
TEST_0231,50.0
TEST_0232,64.0
TEST_0233,79.0
TEST_0234,13.0
TEST_0235,50.0
TEST_0236,129.0
TEST_0237,18.0
TEST_0238,149.0
TEST_0239,20.0
TEST_0240,17.0
TEST_0241,193.0
TEST_0242,89.0
TEST_0243,11.0
TEST_0244,43.0
TEST_0245,70.0
TEST_0246,45.0
TEST_0247,117.0
TEST_0248,43.0
TEST_0249,19.0
TEST_0250,53.0
TEST_0251,92.0
TEST_0252,36.0
TEST_0253,108.0
TEST_0254,112.0
TEST_0255,31.0
TEST_0256,9.0
TEST_0257,102.0
TEST_0258,136.0
TEST_0259,19.0
TEST_0260,21.0
TEST_0261,70.0
TEST_0262,52.0
TEST_0263,17.0
TEST_0264,26.0
TEST_0265,4.0
TEST_0266,57.0
TEST_0267,20.0
TEST_0268,64.0
TEST_0269,187.0
TEST_0270,99.0
TEST_0271,135.0
TEST_0272,18.0
TEST_0273,146.0
TEST_0274,22.0
TEST_0275,57.0
TEST_0276,82.0
TEST_0277,151.0
TEST_0278,7.0
TEST_0279,63.0
TEST_0280,181.0
TEST_0281,105.0
TEST_0282,34.0
TEST_0283,16.0
TEST_0284,181.0
TEST_0285,45.0
TEST_0286,40.0
TEST_0287,53.0
TEST_0288,104.0
TEST_0289,52.0
TEST_0290,177.0
TEST_0291,39.0
TEST_0292,73.0
TEST_0293,44.0
TEST_0294,139.0
TEST_0295,36.0
TEST_0296,76.0
TEST_0297,128.0
TEST_0298,138.0
TEST_0299,189.0
TEST_0300,223.0
TEST_0301,7.0
TEST_0302,228.0
TEST_0303,108.0
TEST_0304,66.0
TEST_0305,141.0
TEST_0306,56.0
TEST_0307,215.0
TEST_0308,185.0
TEST_0309,143.0
TEST_0310,86.0
TEST_0311,36.0
TEST_0312,168.0
TEST_0313,82.0
TEST_0314,188.0
TEST_0315,185.0
TEST_0316,244.0
TEST_0317,165.0
TEST_0318,56.0
TEST_0319,245.0
TEST_0320,220.0
TEST_0321,82.0
TEST_0322,171.0
TEST_0323,78.0
TEST_0324,44.0
TEST_0325,12.0
TEST_0326,89.0
TEST_0327,106.0
TEST_0328,84.0
TEST_0329,72.0
TEST_0330,9.0
TEST_0331,130.0
TEST_0332,10.0
TEST_0333,91.0
TEST_0334,39.0
TEST_0335,97.0
TEST_0336,112.0
TEST_0337,157.0
TEST_0338,95.0
TEST_0339,123.0
TEST_0340,26.0
TEST_0341,217.0
TEST_0342,82.0
TEST_0343,140.0
TEST_0344,91.0
TEST_0345,12.0
TEST_0346,26.0
TEST_0347,75.0
TEST_0348,27.0
TEST_0349,170.0
TEST_0350,190.0
TEST_0351,62.0
TEST_0352,129.0
TEST_0353,58.0
TEST_0354,66.0
TEST_0355,4.0
TEST_0356,163.0
TEST_0357,181.0
TEST_0358,114.0
TEST_0359,133.0
TEST_0360,73.0
TEST_0361,128.0
TEST_0362,135.0
TEST_0363,23.0
TEST_0364,166.0
TEST_0365,32.0
TEST_0366,117.0
TEST_0367,26.0
TEST_0368,211.0
TEST_0369,132.0
TEST_0370,24.0
TEST_0371,112.0
TEST_0372,90.0
TEST_0373,132.0
TEST_0374,20.0
TEST_0375,198.0
TEST_0376,203.0
TEST_0377,205.0
TEST_0378,51.0
TEST_0379,79.0
TEST_0380,154.0
TEST_0381,25.0
TEST_0382,29.0
TEST_0383,206.0
TEST_0384,6.0
TEST_0385,8.0
TEST_0386,173.0
TEST_0387,98.0
TEST_0388,118.0
TEST_0389,174.0
TEST_0390,183.0
TEST_0391,20.0
TEST_0392,114.0
TEST_0393,123.0
TEST_0394,34.0
TEST_0395,174.0
TEST_0396,95.0
TEST_0397,19.0
TEST_0398,119.0
TEST_0399,127.0
TEST_0400,83.0
TEST_0401,192.0
TEST_0402,140.0
TEST_0403,142.0
TEST_0404,112.0
TEST_0405,97.0
TEST_0406,18.0
TEST_0407,67.0
TEST_0408,167.0
TEST_0409,191.0
TEST_0410,105.0
TEST_0411,223.0
TEST_0412,7.0
TEST_0413,53.0
TEST_0414,164.0
TEST_0415,11.0
TEST_0416,55.0
TEST_0417,86.0
TEST_0418,18.0
TEST_0419,7.0
TEST_0420,161.0
TEST_0421,36.0
TEST_0422,85.0
TEST_0423,72.0
TEST_0424,134.0
TEST_0425,45.0
TEST_0426,41.0
TEST_0427,9.0
TEST_0428,68.0
TEST_0429,99.0
TEST_0430,108.0
TEST_0431,217.0
TEST_0432,51.0
TEST_0433,4.0
TEST_0434,177.0
TEST_0435,40.0
TEST_0436,52.0
TEST_0437,164.0
TEST_0438,48.0
TEST_0439,180.0
TEST_0440,221.0
TEST_0441,44.0
TEST_0442,47.0
TEST_0443,67.0
TEST_0444,217.0
TEST_0445,136.0
TEST_0446,165.0
TEST_0447,44.0
TEST_0448,83.0
TEST_0449,49.0
TEST_0450,102.0
TEST_0451,124.0
TEST_0452,76.0
TEST_0453,53.0
TEST_0454,34.0
TEST_0455,41.0
TEST_0456,123.0
TEST_0457,150.0
TEST_0458,176.0
TEST_0459,145.0
TEST_0460,91.0
TEST_0461,206.0
TEST_0462,72.0
TEST_0463,108.0
TEST_0464,94.0
TEST_0465,35.0
TEST_0466,104.0
TEST_0467,55.0
TEST_0468,134.0
TEST_0469,6.0
TEST_0470,93.0
TEST_0471,30.0
TEST_0472,50.0
TEST_0473,23.0
TEST_0474,176.0
TEST_0475,180.0
TEST_0476,24.0
TEST_0477,38.0
TEST_0478,25.0
TEST_0479,32.0
TEST_0480,43.0
TEST_0481,24.0
TEST_0482,191.0
TEST_0483,134.0
TEST_0484,57.0
TEST_0485,7.0
TEST_0486,7.0
TEST_0487,222.0
TEST_0488,18.0
TEST_0489,8.0
TEST_0490,190.0
TEST_0491,89.0
TEST_0492,82.0
TEST_0493,47.0
TEST_0494,89.0
TEST_0495,50.0
TEST_0496,23.0
TEST_0497,19.0
TEST_0498,129.0
TEST_0499,122.0
TEST_0500,15.0
TEST_0501,115.0
TEST_0502,174.0
TEST_0503,22.0
TEST_0504,98.0
TEST_0505,19.0
TEST_0506,159.0
TEST_0507,63.0
TEST_0508,178.0
TEST_0509,120.0
TEST_0510,71.0
TEST_0511,84.0
TEST_0512,33.0
TEST_0513,50.0
TEST_0514,62.0
TEST_0515,140.0
TEST_0516,151.0
TEST_0517,7.0
TEST_0518,179.0
TEST_0519,26.0
TEST_0520,62.0
TEST_0521,91.0
TEST_0522,213.0
TEST_0523,115.0
TEST_0524,99.0
TEST_0525,72.0
TEST_0526,116.0
TEST_0527,7.0
TEST_0528,168.0
TEST_0529,197.0
TEST_0530,70.0
TEST_0531,121.0
TEST_0532,29.0
TEST_0533,139.0
TEST_0534,100.0
TEST_0535,108.0
TEST_0536,5.0
TEST_0537,126.0
TEST_0538,61.0
TEST_0539,44.0
TEST_0540,126.0
TEST_0541,13.0
TEST_0542,139.0
TEST_0543,100.0
TEST_0544,83.0
TEST_0545,92.0
TEST_0546,18.0
TEST_0547,101.0
TEST_0548,177.0
TEST_0549,23.0
TEST_0550,48.0
TEST_0551,133.0
TEST_0552,124.0
TEST_0553,118.0
TEST_0554,76.0
TEST_0555,23.0
TEST_0556,146.0
TEST_0557,93.0
TEST_0558,213.0
TEST_0559,35.0
TEST_0560,7.0
TEST_0561,25.0
TEST_0562,191.0
TEST_0563,91.0
TEST_0564,54.0
TEST_0565,153.0
TEST_0566,33.0
TEST_0567,134.0
TEST_0568,7.0
TEST_0569,30.0
TEST_0570,36.0
TEST_0571,31.0
TEST_0572,26.0
TEST_0573,179.0
TEST_0574,52.0
TEST_0575,10.0
TEST_0576,13.0
TEST_0577,56.0
TEST_0578,26.0
TEST_0579,193.0
TEST_0580,87.0
TEST_0581,239.0
TEST_0582,91.0
TEST_0583,42.0
TEST_0584,91.0
TEST_0585,38.0
TEST_0586,111.0
TEST_0587,155.0
TEST_0588,164.0
TEST_0589,18.0
TEST_0590,157.0
TEST_0591,232.0
TEST_0592,26.0
TEST_0593,203.0
TEST_0594,74.0
TEST_0595,24.0
TEST_0596,10.0
TEST_0597,149.0
TEST_0598,144.0
TEST_0599,76.0
TEST_0600,190.0
TEST_0601,64.0
TEST_0602,239.0
TEST_0603,167.0
TEST_0604,147.0
TEST_0605,81.0
TEST_0606,124.0
TEST_0607,36.0
TEST_0608,114.0
TEST_0609,110.0
TEST_0610,60.0
TEST_0611,117.0
TEST_0612,123.0
TEST_0613,34.0
TEST_0614,21.0
TEST_0615,18.0
TEST_0616,88.0
TEST_0617,195.0
TEST_0618,27.0
TEST_0619,144.0
TEST_0620,207.0
TEST_0621,5.0
TEST_0622,36.0
TEST_0623,20.0
TEST_0624,58.0
TEST_0625,63.0
TEST_0626,97.0
TEST_0627,247.0
TEST_0628,93.0
TEST_0629,95.0
TEST_0630,23.0
TEST_0631,52.0
TEST_0632,206.0
TEST_0633,79.0
TEST_0634,42.0
TEST_0635,36.0
TEST_0636,152.0
TEST_0637,111.0
TEST_0638,48.0
TEST_0639,140.0
TEST_0640,27.0
TEST_0641,31.0
TEST_0642,89.0
TEST_0643,42.0
TEST_0644,7.0
TEST_0645,183.0
TEST_0646,66.0
TEST_0647,73.0
TEST_0648,28.0
TEST_0649,83.0
TEST_0650,80.0
TEST_0651,156.0
TEST_0652,91.0
TEST_0653,7.0
TEST_0654,11.0
TEST_0655,5.0
TEST_0656,109.0
TEST_0657,95.0
TEST_0658,9.0
TEST_0659,27.0
TEST_0660,13.0
TEST_0661,70.0
TEST_0662,97.0
TEST_0663,12.0
TEST_0664,88.0
TEST_0665,68.0
TEST_0666,153.0
TEST_0667,177.0
TEST_0668,69.0
TEST_0669,239.0
TEST_0670,134.0
TEST_0671,27.0
TEST_0672,103.0
TEST_0673,102.0
TEST_0674,74.0
TEST_0675,186.0
TEST_0676,20.0
TEST_0677,120.0
TEST_0678,64.0
TEST_0679,79.0
TEST_0680,6.0
TEST_0681,109.0
TEST_0682,162.0
TEST_0683,11.0
TEST_0684,8.0
TEST_0685,23.0
TEST_0686,166.0
TEST_0687,62.0
TEST_0688,93.0
TEST_0689,79.0
TEST_0690,263.0
TEST_0691,17.0
TEST_0692,227.0
TEST_0693,194.0
TEST_0694,130.0
TEST_0695,51.0
TEST_0696,131.0
TEST_0697,72.0
TEST_0698,78.0
TEST_0699,101.0
TEST_0700,158.0
TEST_0701,76.0
TEST_0702,60.0
TEST_0703,210.0
TEST_0704,70.0
TEST_0705,25.0
TEST_0706,116.0
TEST_0707,26.0
TEST_0708,6.0
TEST_0709,53.0
TEST_0710,67.0
TEST_0711,10.0
TEST_0712,45.0
TEST_0713,12.0
TEST_0714,166.0
TEST_0715,126.0
TEST_0716,10.0
TEST_0717,8.0
TEST_0718,134.0
TEST_0719,54.0
TEST_0720,104.0
TEST_0721,75.0
TEST_0722,131.0
TEST_0723,72.0
TEST_0724,112.0
TEST_0725,111.0
TEST_0726,36.0
TEST_0727,53.0
TEST_0728,182.0
TEST_0729,98.0
TEST_0730,218.0
TEST_0731,105.0
TEST_0732,6.0
TEST_0733,198.0
TEST_0734,73.0
TEST_0735,81.0
TEST_0736,47.0
TEST_0737,32.0
TEST_0738,152.0
TEST_0739,226.0
TEST_0740,135.0
TEST_0741,22.0
TEST_0742,58.0
TEST_0743,57.0
TEST_0744,47.0
TEST_0745,17.0
TEST_0746,17.0
TEST_0747,88.0
TEST_0748,215.0
TEST_0749,192.0
TEST_0750,72.0
TEST_0751,15.0
TEST_0752,8.0
TEST_0753,54.0
TEST_0754,92.0
TEST_0755,27.0
TEST_0756,180.0
TEST_0757,50.0
TEST_0758,29.0
TEST_0759,115.0
TEST_0760,85.0
TEST_0761,101.0
TEST_0762,90.0
TEST_0763,84.0
TEST_0764,61.0
TEST_0765,169.0
TEST_0766,9.0
TEST_0767,11.0
TEST_0768,84.0
TEST_0769,65.0
TEST_0770,7.0
TEST_0771,45.0
TEST_0772,165.0
TEST_0773,9.0
TEST_0774,158.0
TEST_0775,32.0
TEST_0776,231.0
TEST_0777,111.0
TEST_0778,173.0
TEST_0779,108.0
TEST_0780,205.0
TEST_0781,163.0
TEST_0782,21.0
TEST_0783,29.0
TEST_0784,129.0
TEST_0785,20.0
TEST_0786,89.0
TEST_0787,152.0
TEST_0788,94.0
TEST_0789,11.0
TEST_0790,139.0
TEST_0791,154.0
TEST_0792,29.0
TEST_0793,29.0
TEST_0794,151.0
TEST_0795,75.0
TEST_0796,45.0
TEST_0797,112.0
TEST_0798,9.0
TEST_0799,243.0
TEST_0800,76.0
TEST_0801,40.0
TEST_0802,26.0
TEST_0803,155.0
TEST_0804,8.0
TEST_0805,8.0
TEST_0806,79.0
TEST_0807,109.0
TEST_0808,78.0
TEST_0809,150.0
TEST_0810,73.0
TEST_0811,133.0
TEST_0812,140.0
TEST_0813,54.0
TEST_0814,67.0
TEST_0815,44.0
TEST_0816,9.0
TEST_0817,91.0
TEST_0818,57.0
TEST_0819,64.0
TEST_0820,7.0
TEST_0821,136.0
TEST_0822,102.0
TEST_0823,41.0
TEST_0824,62.0
TEST_0825,140.0
TEST_0826,74.0
TEST_0827,92.0
TEST_0828,41.0
TEST_0829,15.0
TEST_0830,103.0
TEST_0831,167.0
TEST_0832,9.0
TEST_0833,33.0
TEST_0834,69.0
TEST_0835,215.0
TEST_0836,124.0
TEST_0837,199.0
TEST_0838,199.0
TEST_0839,9.0
TEST_0840,236.0
TEST_0841,19.0
TEST_0842,156.0
TEST_0843,148.0
TEST_0844,117.0
TEST_0845,60.0
TEST_0846,33.0
TEST_0847,7.0
TEST_0848,173.0
TEST_0849,59.0
TEST_0850,38.0
TEST_0851,202.0
TEST_0852,3.0
TEST_0853,96.0
TEST_0854,49.0
TEST_0855,166.0
TEST_0856,33.0
TEST_0857,201.0
TEST_0858,82.0
TEST_0859,36.0
TEST_0860,169.0
TEST_0861,20.0
TEST_0862,94.0
TEST_0863,186.0
TEST_0864,119.0
TEST_0865,84.0
TEST_0866,5.0
TEST_0867,62.0
TEST_0868,61.0
TEST_0869,126.0
TEST_0870,161.0
TEST_0871,142.0
TEST_0872,124.0
TEST_0873,160.0
TEST_0874,181.0
TEST_0875,76.0
TEST_0876,49.0
TEST_0877,24.0
TEST_0878,172.0
TEST_0879,45.0
TEST_0880,114.0
TEST_0881,114.0
TEST_0882,44.0
TEST_0883,113.0
TEST_0884,81.0
TEST_0885,58.0
TEST_0886,47.0
TEST_0887,79.0
TEST_0888,7.0
TEST_0889,210.0
TEST_0890,92.0
TEST_0891,155.0
TEST_0892,96.0
TEST_0893,46.0
TEST_0894,164.0
TEST_0895,148.0
TEST_0896,91.0
TEST_0897,134.0
TEST_0898,54.0
TEST_0899,44.0
TEST_0900,138.0
TEST_0901,83.0
TEST_0902,7.0
TEST_0903,172.0
TEST_0904,35.0
TEST_0905,13.0
TEST_0906,115.0
TEST_0907,44.0
TEST_0908,59.0
TEST_0909,55.0
TEST_0910,136.0
TEST_0911,42.0
TEST_0912,166.0
TEST_0913,30.0
TEST_0914,15.0
TEST_0915,142.0
TEST_0916,157.0
TEST_0917,74.0
TEST_0918,3.0
TEST_0919,95.0
TEST_0920,58.0
TEST_0921,91.0
TEST_0922,208.0
TEST_0923,280.0
TEST_0924,9.0
TEST_0925,22.0
TEST_0926,74.0
TEST_0927,199.0
TEST_0928,170.0
TEST_0929,18.0
TEST_0930,102.0
TEST_0931,142.0
TEST_0932,35.0
TEST_0933,128.0
TEST_0934,116.0
TEST_0935,42.0
TEST_0936,102.0
TEST_0937,55.0
TEST_0938,137.0
TEST_0939,224.0
TEST_0940,5.0
TEST_0941,191.0
TEST_0942,15.0
TEST_0943,28.0
TEST_0944,104.0
TEST_0945,208.0
TEST_0946,146.0
TEST_0947,49.0
TEST_0948,74.0
TEST_0949,105.0
TEST_0950,86.0
TEST_0951,106.0
TEST_0952,13.0
TEST_0953,211.0
TEST_0954,150.0
TEST_0955,49.0
TEST_0956,98.0
TEST_0957,7.0
TEST_0958,143.0
TEST_0959,5.0
TEST_0960,7.0
TEST_0961,4.0
TEST_0962,89.0
TEST_0963,137.0
TEST_0964,21.0
TEST_0965,98.0
TEST_0966,198.0
TEST_0967,119.0
TEST_0968,7.0
TEST_0969,169.0
TEST_0970,191.0
TEST_0971,52.0
TEST_0972,138.0
TEST_0973,187.0
TEST_0974,9.0
TEST_0975,100.0
TEST_0976,107.0
TEST_0977,128.0
TEST_0978,133.0
TEST_0979,63.0
TEST_0980,41.0
TEST_0981,61.0
TEST_0982,16.0
TEST_0983,146.0
TEST_0984,61.0
TEST_0985,10.0
TEST_0986,179.0
TEST_0987,86.0
TEST_0988,54.0
TEST_0989,122.0
TEST_0990,25.0
TEST_0991,180.0
TEST_0992,171.0
TEST_0993,11.0
TEST_0994,38.0
TEST_0995,65.0
TEST_0996,49.0
TEST_0997,62.0
TEST_0998,161.0
TEST_0999,18.0
TEST_1000,49.0
TEST_1001,39.0
TEST_1002,46.0
TEST_1003,13.0
TEST_1004,36.0
TEST_1005,15.0
TEST_1006,128.0
TEST_1007,38.0
TEST_1008,104.0
TEST_1009,62.0
TEST_1010,31.0
TEST_1011,25.0
TEST_1012,45.0
TEST_1013,156.0
TEST_1014,47.0
TEST_1015,132.0
TEST_1016,88.0
TEST_1017,163.0
TEST_1018,24.0
TEST_1019,93.0
TEST_1020,148.0
TEST_1021,73.0
TEST_1022,133.0
TEST_1023,30.0
TEST_1024,175.0
TEST_1025,194.0
TEST_1026,8.0
TEST_1027,30.0
TEST_1028,62.0
TEST_1029,205.0
TEST_1030,161.0
TEST_1031,117.0
TEST_1032,82.0
TEST_1033,171.0
TEST_1034,87.0
TEST_1035,44.0
TEST_1036,132.0
TEST_1037,83.0
TEST_1038,115.0
TEST_1039,158.0
TEST_1040,105.0
TEST_1041,167.0
TEST_1042,222.0
TEST_1043,105.0
TEST_1044,226.0
TEST_1045,136.0
TEST_1046,10.0
TEST_1047,50.0
TEST_1048,19.0
TEST_1049,149.0
TEST_1050,14.0
TEST_1051,15.0
TEST_1052,83.0
TEST_1053,60.0
TEST_1054,93.0
TEST_1055,62.0
TEST_1056,98.0
TEST_1057,115.0
TEST_1058,59.0
TEST_1059,46.0
TEST_1060,9.0
TEST_1061,36.0
TEST_1062,6.0
TEST_1063,9.0
TEST_1064,76.0
TEST_1065,5.0
TEST_1066,158.0
TEST_1067,39.0
TEST_1068,66.0
TEST_1069,23.0
TEST_1070,123.0
TEST_1071,13.0
TEST_1072,58.0
TEST_1073,75.0
TEST_1074,171.0
TEST_1075,57.0
TEST_1076,9.0
TEST_1077,82.0
TEST_1078,44.0
TEST_1079,25.0
TEST_1080,162.0
TEST_1081,119.0
TEST_1082,56.0
TEST_1083,126.0
TEST_1084,14.0
TEST_1085,49.0
TEST_1086,114.0
TEST_1087,14.0
TEST_1088,172.0
TEST_1089,119.0
TEST_1090,217.0
TEST_1091,7.0
TEST_1092,95.0
TEST_1093,81.0
TEST_1094,110.0
TEST_1095,136.0
TEST_1096,11.0
TEST_1097,89.0
TEST_1098,25.0
TEST_1099,42.0
TEST_1100,62.0
TEST_1101,65.0
TEST_1102,28.0
TEST_1103,155.0
TEST_1104,133.0
TEST_1105,25.0
TEST_1106,62.0
TEST_1107,193.0
TEST_1108,154.0
TEST_1109,129.0
TEST_1110,80.0
TEST_1111,152.0
TEST_1112,83.0
TEST_1113,62.0
TEST_1114,122.0
TEST_1115,91.0
TEST_1116,124.0
TEST_1117,171.0
TEST_1118,131.0
TEST_1119,106.0
TEST_1120,59.0
TEST_1121,35.0
TEST_1122,85.0
TEST_1123,102.0
TEST_1124,141.0
TEST_1125,197.0
TEST_1126,151.0
TEST_1127,39.0
TEST_1128,13.0
TEST_1129,91.0
TEST_1130,29.0
TEST_1131,78.0
TEST_1132,120.0
TEST_1133,151.0
TEST_1134,64.0
TEST_1135,33.0
TEST_1136,258.0
TEST_1137,200.0
TEST_1138,135.0
TEST_1139,73.0
TEST_1140,33.0
TEST_1141,137.0
TEST_1142,130.0
TEST_1143,214.0
TEST_1144,8.0
TEST_1145,22.0
TEST_1146,9.0
TEST_1147,152.0
TEST_1148,165.0
TEST_1149,32.0
TEST_1150,151.0
TEST_1151,126.0
TEST_1152,10.0
TEST_1153,75.0
TEST_1154,57.0
TEST_1155,13.0
TEST_1156,176.0
TEST_1157,101.0
TEST_1158,119.0
TEST_1159,134.0
TEST_1160,56.0
TEST_1161,157.0
TEST_1162,157.0
TEST_1163,160.0
TEST_1164,101.0
TEST_1165,100.0
TEST_1166,156.0
TEST_1167,111.0
TEST_1168,19.0
TEST_1169,50.0
TEST_1170,9.0
TEST_1171,54.0
TEST_1172,23.0
TEST_1173,27.0
TEST_1174,136.0
TEST_1175,10.0
TEST_1176,13.0
TEST_1177,183.0
TEST_1178,77.0
TEST_1179,61.0
TEST_1180,60.0
TEST_1181,207.0
TEST_1182,7.0
TEST_1183,146.0
TEST_1184,26.0
TEST_1185,75.0
TEST_1186,9.0
TEST_1187,193.0
TEST_1188,216.0
TEST_1189,106.0
TEST_1190,32.0
TEST_1191,108.0
TEST_1192,183.0
TEST_1193,89.0
TEST_1194,62.0
TEST_1195,104.0
TEST_1196,9.0
TEST_1197,150.0
TEST_1198,195.0
TEST_1199,41.0
TEST_1200,84.0
TEST_1201,264.0
TEST_1202,103.0
TEST_1203,16.0
TEST_1204,109.0
TEST_1205,41.0
TEST_1206,12.0
TEST_1207,220.0
TEST_1208,135.0
TEST_1209,55.0
TEST_1210,137.0
TEST_1211,20.0
TEST_1212,34.0
TEST_1213,13.0
TEST_1214,61.0
TEST_1215,28.0
TEST_1216,146.0
TEST_1217,119.0
TEST_1218,8.0
TEST_1219,186.0
TEST_1220,54.0
TEST_1221,136.0
TEST_1222,175.0
TEST_1223,156.0
TEST_1224,69.0
TEST_1225,199.0
TEST_1226,192.0
TEST_1227,77.0
TEST_1228,72.0
TEST_1229,67.0
TEST_1230,107.0
TEST_1231,16.0
TEST_1232,74.0
TEST_1233,37.0
TEST_1234,11.0
TEST_1235,172.0
TEST_1236,136.0
TEST_1237,54.0
TEST_1238,100.0
TEST_1239,18.0
TEST_1240,193.0
TEST_1241,116.0
TEST_1242,176.0
TEST_1243,37.0
TEST_1244,7.0
TEST_1245,87.0
TEST_1246,24.0
TEST_1247,10.0
TEST_1248,8.0
TEST_1249,121.0
TEST_1250,82.0
TEST_1251,60.0
TEST_1252,28.0
TEST_1253,95.0
TEST_1254,118.0
TEST_1255,104.0
TEST_1256,209.0
TEST_1257,23.0
TEST_1258,142.0
TEST_1259,40.0
TEST_1260,41.0
TEST_1261,149.0
TEST_1262,59.0
TEST_1263,37.0
TEST_1264,47.0
TEST_1265,51.0
TEST_1266,161.0
TEST_1267,200.0
TEST_1268,49.0
TEST_1269,174.0
